source_node,target_node,edge_type
946,4596,neg_statement
3583,4596,neg_statement
4378,4596,neg_statement
3106,4596,neg_statement
3730,4596,neg_statement
4220,4597,neg_statement
1612,4597,neg_statement
2469,4597,neg_statement
946,4597,neg_statement
3583,4597,neg_statement
4378,4597,neg_statement
3106,4597,neg_statement
3730,4597,neg_statement
4098,4597,neg_statement
4104,4597,neg_statement
101,4597,neg_statement
2042,4598,neg_statement
3401,4598,neg_statement
2042,4599,neg_statement
3401,4599,neg_statement
2042,4600,neg_statement
3401,4600,neg_statement
3401,4601,neg_statement
2042,4601,neg_statement
3677,4602,neg_statement
1172,4602,neg_statement
3427,4602,neg_statement
3677,4603,neg_statement
1172,4603,neg_statement
3427,4603,neg_statement
2409,4536,neg_statement
2409,4604,neg_statement
7,4534,neg_statement
7,4605,neg_statement
7,4606,neg_statement
7,4510,neg_statement
35,4607,neg_statement
35,4608,neg_statement
35,4609,neg_statement
35,4610,neg_statement
35,4611,neg_statement
35,4612,neg_statement
35,4453,neg_statement
35,4613,neg_statement
35,4614,neg_statement
35,4615,neg_statement
35,4616,neg_statement
35,4617,neg_statement
35,4618,neg_statement
35,4619,neg_statement
35,4620,neg_statement
35,4621,neg_statement
35,4622,neg_statement
35,4623,neg_statement
35,4624,neg_statement
2345,4625,neg_statement
1199,4626,neg_statement
1199,4627,neg_statement
1199,4469,neg_statement
1199,4628,neg_statement
1199,4629,neg_statement
1638,4630,neg_statement
4217,4630,neg_statement
1232,4630,neg_statement
1288,4630,neg_statement
1638,4631,neg_statement
4217,4631,neg_statement
1232,4631,neg_statement
1288,4631,neg_statement
1638,4531,neg_statement
4217,4531,neg_statement
1232,4531,neg_statement
1288,4531,neg_statement
726,4632,neg_statement
2401,4632,neg_statement
480,4632,neg_statement
726,4633,neg_statement
2401,4633,neg_statement
480,4633,neg_statement
726,4565,neg_statement
2401,4565,neg_statement
480,4565,neg_statement
726,4634,neg_statement
2401,4634,neg_statement
480,4634,neg_statement
726,4635,neg_statement
2401,4635,neg_statement
480,4635,neg_statement
726,4636,neg_statement
2401,4636,neg_statement
480,4636,neg_statement
726,4564,neg_statement
2401,4564,neg_statement
480,4564,neg_statement
726,4637,neg_statement
2401,4637,neg_statement
480,4637,neg_statement
726,4638,neg_statement
2401,4638,neg_statement
480,4638,neg_statement
2021,4565,neg_statement
1168,4565,neg_statement
2021,4639,neg_statement
1168,4639,neg_statement
2021,4640,neg_statement
1168,4640,neg_statement
2021,4641,neg_statement
1168,4641,neg_statement
2021,4642,neg_statement
1168,4642,neg_statement
1168,4643,neg_statement
2021,4643,neg_statement
2021,4644,neg_statement
1168,4644,neg_statement
2021,4536,neg_statement
1168,4536,neg_statement
2021,4645,neg_statement
1168,4645,neg_statement
1168,4646,neg_statement
2021,4646,neg_statement
1168,4545,neg_statement
2021,4545,neg_statement
2021,4647,neg_statement
1168,4647,neg_statement
2021,4648,neg_statement
1168,4648,neg_statement
2021,4649,neg_statement
1168,4649,neg_statement
1980,4650,neg_statement
2613,4650,neg_statement
3481,4650,neg_statement
3319,4650,neg_statement
261,4650,neg_statement
2796,4650,neg_statement
3739,4650,neg_statement
2905,4650,neg_statement
2613,4651,neg_statement
3481,4651,neg_statement
3319,4651,neg_statement
261,4651,neg_statement
2796,4651,neg_statement
3739,4651,neg_statement
2905,4651,neg_statement
1980,4651,neg_statement
1980,4652,neg_statement
2613,4652,neg_statement
3481,4652,neg_statement
3319,4652,neg_statement
261,4652,neg_statement
2796,4652,neg_statement
3739,4652,neg_statement
2905,4652,neg_statement
1980,4653,neg_statement
2613,4653,neg_statement
3481,4653,neg_statement
3319,4653,neg_statement
261,4653,neg_statement
2796,4653,neg_statement
3739,4653,neg_statement
2905,4653,neg_statement
2613,4654,neg_statement
3481,4654,neg_statement
3319,4654,neg_statement
261,4654,neg_statement
2796,4654,neg_statement
3739,4654,neg_statement
2905,4654,neg_statement
1980,4654,neg_statement
2613,4655,neg_statement
3481,4655,neg_statement
3319,4655,neg_statement
261,4655,neg_statement
2796,4655,neg_statement
3739,4655,neg_statement
2905,4655,neg_statement
1980,4655,neg_statement
2613,4656,neg_statement
3481,4656,neg_statement
3319,4656,neg_statement
261,4656,neg_statement
2796,4656,neg_statement
3739,4656,neg_statement
2905,4656,neg_statement
1980,4656,neg_statement
2613,4657,neg_statement
3481,4657,neg_statement
3319,4657,neg_statement
261,4657,neg_statement
2796,4657,neg_statement
3739,4657,neg_statement
2905,4657,neg_statement
1980,4657,neg_statement
2503,4487,neg_statement
4332,4487,neg_statement
3356,4487,neg_statement
1698,4487,neg_statement
2503,4658,neg_statement
4332,4658,neg_statement
3356,4658,neg_statement
1698,4658,neg_statement
2503,4659,neg_statement
4332,4659,neg_statement
3356,4659,neg_statement
1698,4659,neg_statement
644,4660,neg_statement
3977,4661,neg_statement
3111,4661,neg_statement
2896,4661,neg_statement
4240,4661,neg_statement
4365,4661,neg_statement
565,4661,neg_statement
4315,4661,neg_statement
3845,4661,neg_statement
4289,4661,neg_statement
4082,4661,neg_statement
4333,4661,neg_statement
4083,4661,neg_statement
4314,4661,neg_statement
699,4661,neg_statement
2117,4661,neg_statement
3110,4661,neg_statement
2116,4661,neg_statement
2624,4661,neg_statement
3978,4661,neg_statement
3477,4661,neg_statement
3628,4661,neg_statement
4156,4661,neg_statement
3977,4662,neg_statement
3111,4662,neg_statement
2896,4662,neg_statement
4240,4662,neg_statement
4365,4662,neg_statement
565,4662,neg_statement
4315,4662,neg_statement
3845,4662,neg_statement
4289,4662,neg_statement
4082,4662,neg_statement
4333,4662,neg_statement
